timestamp,solar_capacity_mw,wind_capacity_mw,generation_capacity_mw,v2g_mw,temperature_c,apparent_temperature_c,relative_humidity_pct,rainfall_mm,cloud_cover_pct,pressure_msl_hpa,wind_speed_ms,wind_speed_100m_ms,wind_direction_100m_sin,wind_direction_100m_cos,wind_gusts_10m_ms,solar_irradiance_wm2,demand_lag_1h,solar_lag_1h,wind_lag_1h,demand_lag_24h,solar_lag_24h,wind_lag_24h,demand_lag_168h,solar_lag_168h,wind_lag_168h
2024-05-16 13:00:00,742.049395,421.97,1164.019395,0.0,18.4,15.9,64.0,0.0,0.0,1015.0,8.99,11.68,-0.9925461516413221,-0.12186934340514717,11.3,969.0,526.093,355.788894,12.242435,501.733,276.817371,29.110241,550.164,332.286371,8.081551
